transaction_id,customer_id,rule_score,anomaly_score,graph_score,risk_score,decision,reason
T000724,C0066,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000725,C0050,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000726,C0001,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000727,C0049,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000728,C0026,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000729,C0077,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000730,C0007,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000731,C0084,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000732,C0000,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000733,C0123,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000734,C0052,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000735,C0026,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000736,C0024,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000737,C0024,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000738,C0014,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000739,C0050,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000740,C0038,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000741,C0122,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000742,C0122,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000743,C0026,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000744,C0123,0.0,55.86,0.0,13.96,APPROVE,Signals: anomalies
T000745,C0046,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000746,C0105,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000747,C0006,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000748,C0070,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000749,C0105,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000750,C0010,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000751,C0016,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000752,C0082,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000753,C0069,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000754,C0057,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000755,C0017,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000756,C0121,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000757,C0002,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000758,C0111,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000759,C0112,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000760,C0109,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000761,C0043,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000762,C0113,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000763,C0039,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000764,C0119,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000765,C0055,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000766,C0062,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000767,C0089,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000768,C0106,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000769,C0061,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000770,C0044,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000771,C0116,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000772,C0065,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000773,C0007,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000774,C0002,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000775,C0045,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000776,C0007,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000777,C0043,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000778,C0013,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000779,C0033,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000780,C0071,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000781,C0106,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000782,C0016,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000783,C0003,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000784,C0018,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000785,C0110,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000786,C0002,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000787,C0034,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000788,C0084,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000789,C0078,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000790,C0003,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000791,C0087,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000792,C0054,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000793,C0052,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000794,C0070,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000795,C0062,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000796,C0038,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000797,C0096,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000798,C0053,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000799,C0032,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000800,C0106,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000801,C0011,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000802,C0080,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000803,C0066,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000804,C0079,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000805,C0085,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000806,C0031,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000807,C0100,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000808,C0024,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000809,C0003,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000810,C0121,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000811,C0050,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000812,C0031,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000813,C0014,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000814,C0099,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000815,C0015,85.0,100.0,0.0,67.5,REVIEW,"Signals: rules, anomalies"
T000816,C0005,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000817,C0034,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000818,C0082,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000819,C0107,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000820,C0019,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000821,C0102,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000822,C0024,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000823,C0077,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000824,C0063,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000825,C0004,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000826,C0035,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000827,C0026,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000828,C0085,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000829,C0107,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000830,C0083,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000831,C0050,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000832,C0022,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000833,C0089,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000834,C0087,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000835,C0105,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000836,C0119,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000837,C0019,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000838,C0053,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000839,C0026,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000840,C0012,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000841,C0091,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000842,C0075,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000843,C0049,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000844,C0087,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000845,C0010,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000846,C0115,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000847,C0110,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000848,C0038,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000849,C0029,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000850,C0120,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000851,C0077,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000852,C0057,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000853,C0105,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000854,C0015,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000855,C0019,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000856,C0123,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000857,C0045,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000858,C0091,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000859,C0093,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000860,C0040,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000861,C0008,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000862,C0122,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000863,C0034,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000864,C0086,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000865,C0068,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000866,C0094,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000867,C0010,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000868,C0070,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000869,C0051,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000870,C0111,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000871,C0094,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000872,C0024,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000873,C0016,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000874,C0000,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000875,C0116,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000876,C0037,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000877,C0081,0.0,65.08,0.0,16.27,APPROVE,Signals: anomalies
T000878,C0056,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000879,C0021,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000880,C0013,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000881,C0111,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000882,C0048,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000883,C0028,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000884,C0096,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000885,C0112,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000886,C0097,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000887,C0035,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000888,C0013,0.0,57.69,0.0,14.42,APPROVE,Signals: anomalies
T000889,C0074,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000890,C0008,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000891,C0082,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000892,C0113,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000893,C0112,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000894,C0084,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000895,C0000,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000896,C0108,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000897,C0025,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000898,C0023,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000899,C0010,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000900,C0103,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000901,C0032,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000902,C0047,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000903,C0042,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000904,C0115,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000905,C0056,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000906,C0016,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000907,C0103,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000908,C0028,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000909,C0075,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000910,C0003,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000911,C0063,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000912,C0119,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000913,C0082,0.0,62.78,0.0,15.7,APPROVE,Signals: anomalies
T000914,C0056,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000915,C0049,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000916,C0123,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000917,C0099,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000918,C0010,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000919,C0059,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000920,C0026,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000921,C0073,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000922,C0094,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000923,C0118,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000924,C0071,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000925,C0101,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000926,C0023,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000927,C0008,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000928,C0096,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000929,C0014,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000930,C0027,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000931,C0022,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000932,C0046,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000933,C0093,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000934,C0088,0.0,58.57,0.0,14.64,APPROVE,Signals: anomalies
T000935,C0027,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000936,C0113,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000937,C0059,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000938,C0081,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000939,C0048,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000940,C0066,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000941,C0019,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000942,C0098,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000943,C0014,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000944,C0105,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000945,C0025,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000946,C0039,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000947,C0045,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000948,C0072,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000949,C0114,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000950,C0008,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000951,C0099,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000952,C0102,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000953,C0014,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000954,C0091,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000955,C0050,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000956,C0109,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000957,C0091,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000958,C0003,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000959,C0015,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000960,C0050,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000961,C0090,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000962,C0060,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000963,C0060,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000964,C0032,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000965,C0055,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000966,C0087,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000967,C0020,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000968,C0097,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000969,C0013,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000970,C0118,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000971,C0103,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000972,C0106,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000973,C0012,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000974,C0055,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000975,C0009,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000976,C0081,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000977,C0069,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000978,C0117,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000979,C0093,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000980,C0047,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000981,C0000,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000982,C0097,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000983,C0092,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000984,C0102,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000985,C0124,0.0,57.36,0.0,14.34,APPROVE,Signals: anomalies
T000986,C0108,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000987,C0026,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000988,C0065,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000989,C0006,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000990,C0050,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000991,C0062,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000992,C0022,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000993,C0047,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000994,C0096,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000995,C0029,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000996,C0045,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000997,C0079,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000998,C0052,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000999,C0086,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
