source_id,source_type,target_id,target_type,relationship
C0094,customer,M0038,merchant,PAYS
A0094,account,T000369,transaction,HAS_TRANSACTION
C0102,customer,M0030,merchant,PAYS
A0102,account,T000370,transaction,HAS_TRANSACTION
C0096,customer,M0023,merchant,PAYS
A0096,account,T000371,transaction,HAS_TRANSACTION
C0067,customer,D0326,device,USES
C0067,customer,M0029,merchant,PAYS
A0067,account,T000372,transaction,HAS_TRANSACTION
C0032,customer,M0004,merchant,PAYS
A0032,account,T000373,transaction,HAS_TRANSACTION
C0022,customer,M0016,merchant,PAYS
A0022,account,T000374,transaction,HAS_TRANSACTION
C0089,customer,D0066,device,USES
C0089,customer,M0052,merchant,PAYS
A0089,account,T000375,transaction,HAS_TRANSACTION
C0086,customer,M0036,merchant,PAYS
A0086,account,T000376,transaction,HAS_TRANSACTION
C0123,customer,M0028,merchant,PAYS
A0123,account,T000377,transaction,HAS_TRANSACTION
C0081,customer,M0000,merchant,PAYS
A0081,account,T000378,transaction,HAS_TRANSACTION
C0058,customer,M0054,merchant,PAYS
A0058,account,T000379,transaction,HAS_TRANSACTION
C0011,customer,M0019,merchant,PAYS
A0011,account,T000380,transaction,HAS_TRANSACTION
C0023,customer,M0014,merchant,PAYS
A0023,account,T000381,transaction,HAS_TRANSACTION
A0070,account,T000382,transaction,HAS_TRANSACTION
C0091,customer,M0043,merchant,PAYS
A0091,account,T000383,transaction,HAS_TRANSACTION
C0044,customer,M0017,merchant,PAYS
A0044,account,T000384,transaction,HAS_TRANSACTION
C0055,customer,D0375,device,USES
C0055,customer,M0026,merchant,PAYS
A0055,account,T000385,transaction,HAS_TRANSACTION
C0089,customer,M0036,merchant,PAYS
A0089,account,T000386,transaction,HAS_TRANSACTION
C0053,customer,M0044,merchant,PAYS
A0053,account,T000387,transaction,HAS_TRANSACTION
C0035,customer,M0035,merchant,PAYS
A0035,account,T000388,transaction,HAS_TRANSACTION
C0050,customer,M0009,merchant,PAYS
A0050,account,T000389,transaction,HAS_TRANSACTION
C0110,customer,M0050,merchant,PAYS
A0110,account,T000390,transaction,HAS_TRANSACTION
C0104,customer,M0008,merchant,PAYS
A0104,account,T000391,transaction,HAS_TRANSACTION
C0054,customer,D0279,device,USES
C0054,customer,10.55.179.103,ip,CONNECTS_FROM
C0054,customer,M0052,merchant,PAYS
A0054,account,T000392,transaction,HAS_TRANSACTION
C0077,customer,M0045,merchant,PAYS
A0077,account,T000393,transaction,HAS_TRANSACTION
C0039,customer,M0021,merchant,PAYS
A0039,account,T000394,transaction,HAS_TRANSACTION
C0059,customer,M0002,merchant,PAYS
A0059,account,T000395,transaction,HAS_TRANSACTION
C0009,customer,M0000,merchant,PAYS
A0009,account,T000396,transaction,HAS_TRANSACTION
C0007,customer,M0054,merchant,PAYS
A0007,account,T000397,transaction,HAS_TRANSACTION
C0006,customer,M0012,merchant,PAYS
A0006,account,T000398,transaction,HAS_TRANSACTION
C0020,customer,M0021,merchant,PAYS
A0020,account,T000399,transaction,HAS_TRANSACTION
C0031,customer,M0030,merchant,PAYS
A0031,account,T000400,transaction,HAS_TRANSACTION
C0110,customer,D0349,device,USES
C0110,customer,M0035,merchant,PAYS
A0110,account,T000401,transaction,HAS_TRANSACTION
C0051,customer,M0039,merchant,PAYS
A0051,account,T000402,transaction,HAS_TRANSACTION
C0021,customer,D0021,device,USES
C0021,customer,M0033,merchant,PAYS
A0021,account,T000403,transaction,HAS_TRANSACTION
C0007,customer,M0024,merchant,PAYS
A0007,account,T000404,transaction,HAS_TRANSACTION
C0084,customer,M0016,merchant,PAYS
A0084,account,T000405,transaction,HAS_TRANSACTION
C0089,customer,M0033,merchant,PAYS
A0089,account,T000406,transaction,HAS_TRANSACTION
C0096,customer,M0025,merchant,PAYS
A0096,account,T000407,transaction,HAS_TRANSACTION
C0057,customer,M0027,merchant,PAYS
A0057,account,T000408,transaction,HAS_TRANSACTION
C0042,customer,M0003,merchant,PAYS
A0042,account,T000409,transaction,HAS_TRANSACTION
C0034,customer,M0037,merchant,PAYS
A0034,account,T000410,transaction,HAS_TRANSACTION
C0099,customer,A0099,account,OWNS
C0099,customer,D0099,device,USES
C0099,customer,10.100.94.88,ip,CONNECTS_FROM
C0099,customer,M0048,merchant,PAYS
A0099,account,T000411,transaction,HAS_TRANSACTION
C0120,customer,M0000,merchant,PAYS
A0120,account,T000412,transaction,HAS_TRANSACTION
C0027,customer,M0004,merchant,PAYS
A0027,account,T000413,transaction,HAS_TRANSACTION
C0055,customer,M0013,merchant,PAYS
A0055,account,T000414,transaction,HAS_TRANSACTION
C0048,customer,D0276,device,USES
C0048,customer,M0028,merchant,PAYS
A0048,account,T000415,transaction,HAS_TRANSACTION
C0000,customer,M0021,merchant,PAYS
A0000,account,T000416,transaction,HAS_TRANSACTION
C0007,customer,M0046,merchant,PAYS
A0007,account,T000417,transaction,HAS_TRANSACTION
C0008,customer,M0001,merchant,PAYS
A0008,account,T000418,transaction,HAS_TRANSACTION
C0015,customer,10.253.195.116,ip,CONNECTS_FROM
C0015,customer,M0040,merchant,PAYS
A0015,account,T000419,transaction,HAS_TRANSACTION
C0073,customer,10.14.132.80,ip,CONNECTS_FROM
C0073,customer,M0038,merchant,PAYS
A0073,account,T000420,transaction,HAS_TRANSACTION
C0111,customer,M0053,merchant,PAYS
A0111,account,T000421,transaction,HAS_TRANSACTION
C0014,customer,M0039,merchant,PAYS
A0014,account,T000422,transaction,HAS_TRANSACTION
C0065,customer,M0028,merchant,PAYS
A0065,account,T000423,transaction,HAS_TRANSACTION
C0067,customer,M0011,merchant,PAYS
A0067,account,T000424,transaction,HAS_TRANSACTION
C0094,customer,M0028,merchant,PAYS
A0094,account,T000425,transaction,HAS_TRANSACTION
C0059,customer,M0020,merchant,PAYS
A0059,account,T000426,transaction,HAS_TRANSACTION
C0032,customer,M0028,merchant,PAYS
A0032,account,T000427,transaction,HAS_TRANSACTION
C0028,customer,M0013,merchant,PAYS
A0028,account,T000428,transaction,HAS_TRANSACTION
C0103,customer,M0021,merchant,PAYS
A0103,account,T000429,transaction,HAS_TRANSACTION
C0019,customer,M0037,merchant,PAYS
A0019,account,T000430,transaction,HAS_TRANSACTION
C0071,customer,M0053,merchant,PAYS
A0071,account,T000431,transaction,HAS_TRANSACTION
C0005,customer,M0053,merchant,PAYS
A0005,account,T000432,transaction,HAS_TRANSACTION
C0082,customer,D0461,device,USES
A0082,account,T000433,transaction,HAS_TRANSACTION
C0067,customer,D0224,device,USES
C0067,customer,M0025,merchant,PAYS
A0067,account,T000434,transaction,HAS_TRANSACTION
C0035,customer,M0028,merchant,PAYS
A0035,account,T000435,transaction,HAS_TRANSACTION
C0033,customer,M0042,merchant,PAYS
A0033,account,T000436,transaction,HAS_TRANSACTION
C0057,customer,M0021,merchant,PAYS
A0057,account,T000437,transaction,HAS_TRANSACTION
C0121,customer,M0006,merchant,PAYS
A0121,account,T000438,transaction,HAS_TRANSACTION
C0010,customer,M0030,merchant,PAYS
A0010,account,T000439,transaction,HAS_TRANSACTION
C0068,customer,A0068,account,OWNS
C0068,customer,D0068,device,USES
C0068,customer,10.69.77.85,ip,CONNECTS_FROM
C0068,customer,M0027,merchant,PAYS
A0068,account,T000440,transaction,HAS_TRANSACTION
C0012,customer,10.93.174.126,ip,CONNECTS_FROM
C0012,customer,M0019,merchant,PAYS
A0012,account,T000441,transaction,HAS_TRANSACTION
C0090,customer,M0026,merchant,PAYS
A0090,account,T000442,transaction,HAS_TRANSACTION
C0049,customer,D0012,device,USES
C0049,customer,M0015,merchant,PAYS
A0049,account,T000443,transaction,HAS_TRANSACTION
C0094,customer,M0004,merchant,PAYS
A0094,account,T000444,transaction,HAS_TRANSACTION
C0038,customer,M0037,merchant,PAYS
A0038,account,T000445,transaction,HAS_TRANSACTION
C0067,customer,D0384,device,USES
C0067,customer,M0010,merchant,PAYS
A0067,account,T000446,transaction,HAS_TRANSACTION
C0050,customer,M0011,merchant,PAYS
A0050,account,T000447,transaction,HAS_TRANSACTION
C0115,customer,M0051,merchant,PAYS
A0115,account,T000448,transaction,HAS_TRANSACTION
C0053,customer,M0016,merchant,PAYS
A0053,account,T000449,transaction,HAS_TRANSACTION
C0055,customer,D0376,device,USES
C0055,customer,M0035,merchant,PAYS
A0055,account,T000450,transaction,HAS_TRANSACTION
C0041,customer,M0017,merchant,PAYS
A0041,account,T000451,transaction,HAS_TRANSACTION
C0042,customer,M0000,merchant,PAYS
A0042,account,T000452,transaction,HAS_TRANSACTION
C0124,customer,M0011,merchant,PAYS
A0124,account,T000453,transaction,HAS_TRANSACTION
C0098,customer,M0047,merchant,PAYS
A0098,account,T000454,transaction,HAS_TRANSACTION
C0056,customer,M0051,merchant,PAYS
A0056,account,T000455,transaction,HAS_TRANSACTION
C0124,customer,M0001,merchant,PAYS
A0124,account,T000456,transaction,HAS_TRANSACTION
C0109,customer,M0042,merchant,PAYS
A0109,account,T000457,transaction,HAS_TRANSACTION
C0096,customer,M0040,merchant,PAYS
A0096,account,T000458,transaction,HAS_TRANSACTION
C0050,customer,10.249.113.194,ip,CONNECTS_FROM
C0050,customer,M0018,merchant,PAYS
A0050,account,T000459,transaction,HAS_TRANSACTION
C0010,customer,M0013,merchant,PAYS
A0010,account,T000460,transaction,HAS_TRANSACTION
C0024,customer,M0024,merchant,PAYS
A0024,account,T000461,transaction,HAS_TRANSACTION
C0008,customer,M0022,merchant,PAYS
A0008,account,T000462,transaction,HAS_TRANSACTION
C0029,customer,M0007,merchant,PAYS
A0029,account,T000463,transaction,HAS_TRANSACTION
C0097,customer,M0032,merchant,PAYS
A0097,account,T000464,transaction,HAS_TRANSACTION
C0003,customer,D0182,device,USES
C0003,customer,M0022,merchant,PAYS
A0003,account,T000465,transaction,HAS_TRANSACTION
C0062,customer,M0037,merchant,PAYS
A0062,account,T000466,transaction,HAS_TRANSACTION
C0005,customer,M0052,merchant,PAYS
A0005,account,T000467,transaction,HAS_TRANSACTION
C0096,customer,D0327,device,USES
C0096,customer,M0012,merchant,PAYS
A0096,account,T000468,transaction,HAS_TRANSACTION
C0043,customer,M0041,merchant,PAYS
A0043,account,T000469,transaction,HAS_TRANSACTION
A0055,account,T000470,transaction,HAS_TRANSACTION
C0101,customer,D0101,device,USES
C0101,customer,M0022,merchant,PAYS
A0101,account,T000471,transaction,HAS_TRANSACTION
C0082,customer,M0023,merchant,PAYS
A0082,account,T000472,transaction,HAS_TRANSACTION
C0034,customer,M0009,merchant,PAYS
A0034,account,T000473,transaction,HAS_TRANSACTION
C0074,customer,M0037,merchant,PAYS
A0074,account,T000474,transaction,HAS_TRANSACTION
C0001,customer,D0001,device,USES
C0001,customer,10.2.8.14,ip,CONNECTS_FROM
C0001,customer,M0014,merchant,PAYS
A0001,account,T000475,transaction,HAS_TRANSACTION
A0093,account,T000476,transaction,HAS_TRANSACTION
C0057,customer,M0006,merchant,PAYS
A0057,account,T000477,transaction,HAS_TRANSACTION
C0074,customer,M0016,merchant,PAYS
A0074,account,T000478,transaction,HAS_TRANSACTION
C0073,customer,M0017,merchant,PAYS
A0073,account,T000479,transaction,HAS_TRANSACTION
C0044,customer,M0005,merchant,PAYS
A0044,account,T000480,transaction,HAS_TRANSACTION
C0059,customer,M0024,merchant,PAYS
A0059,account,T000481,transaction,HAS_TRANSACTION
C0099,customer,M0007,merchant,PAYS
A0099,account,T000482,transaction,HAS_TRANSACTION
C0056,customer,M0011,merchant,PAYS
A0056,account,T000483,transaction,HAS_TRANSACTION
C0093,customer,M0036,merchant,PAYS
A0093,account,T000484,transaction,HAS_TRANSACTION
C0106,customer,A0106,account,OWNS
C0106,customer,D0106,device,USES
C0106,customer,10.107.143.179,ip,CONNECTS_FROM
C0106,customer,M0011,merchant,PAYS
A0106,account,T000485,transaction,HAS_TRANSACTION
C0031,customer,M0034,merchant,PAYS
A0031,account,T000486,transaction,HAS_TRANSACTION
C0074,customer,M0026,merchant,PAYS
A0074,account,T000487,transaction,HAS_TRANSACTION
C0077,customer,M0013,merchant,PAYS
A0077,account,T000488,transaction,HAS_TRANSACTION
C0089,customer,M0011,merchant,PAYS
A0089,account,T000489,transaction,HAS_TRANSACTION
C0077,customer,M0034,merchant,PAYS
A0077,account,T000490,transaction,HAS_TRANSACTION
C0058,customer,D0053,device,USES
C0058,customer,M0050,merchant,PAYS
A0058,account,T000491,transaction,HAS_TRANSACTION
C0041,customer,D0125,device,USES
C0041,customer,M0018,merchant,PAYS
A0041,account,T000492,transaction,HAS_TRANSACTION
C0114,customer,M0009,merchant,PAYS
A0114,account,T000493,transaction,HAS_TRANSACTION
C0020,customer,M0038,merchant,PAYS
A0020,account,T000494,transaction,HAS_TRANSACTION
A0025,account,T000495,transaction,HAS_TRANSACTION
C0104,customer,M0043,merchant,PAYS
A0104,account,T000496,transaction,HAS_TRANSACTION
C0106,customer,M0046,merchant,PAYS
A0106,account,T000497,transaction,HAS_TRANSACTION
C0110,customer,M0030,merchant,PAYS
A0110,account,T000498,transaction,HAS_TRANSACTION
C0120,customer,M0008,merchant,PAYS
A0120,account,T000499,transaction,HAS_TRANSACTION
A0034,account,T000500,transaction,HAS_TRANSACTION
C0115,customer,M0013,merchant,PAYS
A0115,account,T000501,transaction,HAS_TRANSACTION
A0074,account,T000502,transaction,HAS_TRANSACTION
C0072,customer,D0040,device,USES
C0072,customer,M0022,merchant,PAYS
A0072,account,T000503,transaction,HAS_TRANSACTION
C0051,customer,10.6.142.4,ip,CONNECTS_FROM
C0051,customer,M0037,merchant,PAYS
A0051,account,T000504,transaction,HAS_TRANSACTION
C0070,customer,M0012,merchant,PAYS
A0070,account,T000505,transaction,HAS_TRANSACTION
C0043,customer,10.44.22.30,ip,CONNECTS_FROM
C0043,customer,M0050,merchant,PAYS
A0043,account,T000506,transaction,HAS_TRANSACTION
C0063,customer,M0043,merchant,PAYS
A0063,account,T000507,transaction,HAS_TRANSACTION
C0063,customer,M0053,merchant,PAYS
A0063,account,T000508,transaction,HAS_TRANSACTION
C0006,customer,M0030,merchant,PAYS
A0006,account,T000509,transaction,HAS_TRANSACTION
C0104,customer,D0384,device,USES
C0104,customer,M0015,merchant,PAYS
A0104,account,T000510,transaction,HAS_TRANSACTION
C0007,customer,M0016,merchant,PAYS
A0007,account,T000511,transaction,HAS_TRANSACTION
C0051,customer,M0013,merchant,PAYS
A0051,account,T000512,transaction,HAS_TRANSACTION
C0117,customer,A0117,account,OWNS
C0117,customer,D0117,device,USES
C0117,customer,10.118.20.122,ip,CONNECTS_FROM
C0117,customer,M0002,merchant,PAYS
A0117,account,T000513,transaction,HAS_TRANSACTION
C0082,customer,M0006,merchant,PAYS
A0082,account,T000514,transaction,HAS_TRANSACTION
C0093,customer,M0033,merchant,PAYS
A0093,account,T000515,transaction,HAS_TRANSACTION
C0043,customer,M0009,merchant,PAYS
A0043,account,T000516,transaction,HAS_TRANSACTION
C0006,customer,M0013,merchant,PAYS
A0006,account,T000517,transaction,HAS_TRANSACTION
C0056,customer,M0027,merchant,PAYS
A0056,account,T000518,transaction,HAS_TRANSACTION
C0099,customer,M0024,merchant,PAYS
A0099,account,T000519,transaction,HAS_TRANSACTION
C0050,customer,M0021,merchant,PAYS
A0050,account,T000520,transaction,HAS_TRANSACTION
C0013,customer,M0002,merchant,PAYS
A0013,account,T000521,transaction,HAS_TRANSACTION
C0081,customer,M0003,merchant,PAYS
A0081,account,T000522,transaction,HAS_TRANSACTION
C0053,customer,M0048,merchant,PAYS
A0053,account,T000523,transaction,HAS_TRANSACTION
C0016,customer,D0458,device,USES
C0016,customer,M0045,merchant,PAYS
A0016,account,T000524,transaction,HAS_TRANSACTION
C0072,customer,10.84.77.247,ip,CONNECTS_FROM
C0072,customer,M0054,merchant,PAYS
A0072,account,T000525,transaction,HAS_TRANSACTION
C0098,customer,M0034,merchant,PAYS
A0098,account,T000526,transaction,HAS_TRANSACTION
C0035,customer,M0040,merchant,PAYS
A0035,account,T000527,transaction,HAS_TRANSACTION
A0044,account,T000528,transaction,HAS_TRANSACTION
C0016,customer,D0198,device,USES
C0016,customer,M0018,merchant,PAYS
A0016,account,T000529,transaction,HAS_TRANSACTION
C0005,customer,10.196.112.38,ip,CONNECTS_FROM
C0005,customer,M0032,merchant,PAYS
A0005,account,T000530,transaction,HAS_TRANSACTION
C0035,customer,M0013,merchant,PAYS
A0035,account,T000531,transaction,HAS_TRANSACTION
C0106,customer,M0016,merchant,PAYS
A0106,account,T000532,transaction,HAS_TRANSACTION
C0094,customer,D0147,device,USES
C0094,customer,M0051,merchant,PAYS
A0094,account,T000533,transaction,HAS_TRANSACTION
C0080,customer,D0240,device,USES
C0080,customer,10.225.61.109,ip,CONNECTS_FROM
C0080,customer,M0021,merchant,PAYS
A0080,account,T000534,transaction,HAS_TRANSACTION
C0102,customer,M0001,merchant,PAYS
A0102,account,T000535,transaction,HAS_TRANSACTION
C0103,customer,M0014,merchant,PAYS
A0103,account,T000536,transaction,HAS_TRANSACTION
C0036,customer,10.237.2.118,ip,CONNECTS_FROM
C0036,customer,M0023,merchant,PAYS
A0036,account,T000537,transaction,HAS_TRANSACTION
C0085,customer,M0040,merchant,PAYS
A0085,account,T000538,transaction,HAS_TRANSACTION
C0094,customer,M0012,merchant,PAYS
A0094,account,T000539,transaction,HAS_TRANSACTION
A0058,account,T000540,transaction,HAS_TRANSACTION
C0016,customer,10.165.38.153,ip,CONNECTS_FROM
C0016,customer,M0019,merchant,PAYS
A0016,account,T000541,transaction,HAS_TRANSACTION
C0091,customer,10.194.40.19,ip,CONNECTS_FROM
C0091,customer,M0007,merchant,PAYS
A0091,account,T000542,transaction,HAS_TRANSACTION
C0120,customer,M0036,merchant,PAYS
A0120,account,T000543,transaction,HAS_TRANSACTION
C0119,customer,M0051,merchant,PAYS
A0119,account,T000544,transaction,HAS_TRANSACTION
C0013,customer,M0043,merchant,PAYS
A0013,account,T000545,transaction,HAS_TRANSACTION
C0079,customer,M0003,merchant,PAYS
A0079,account,T000546,transaction,HAS_TRANSACTION
C0094,customer,M0001,merchant,PAYS
A0094,account,T000547,transaction,HAS_TRANSACTION
C0017,customer,M0013,merchant,PAYS
A0017,account,T000548,transaction,HAS_TRANSACTION
C0120,customer,M0034,merchant,PAYS
A0120,account,T000549,transaction,HAS_TRANSACTION
C0003,customer,M0024,merchant,PAYS
A0003,account,T000550,transaction,HAS_TRANSACTION
C0025,customer,M0034,merchant,PAYS
A0025,account,T000551,transaction,HAS_TRANSACTION
C0006,customer,M0007,merchant,PAYS
A0006,account,T000552,transaction,HAS_TRANSACTION
C0104,customer,M0019,merchant,PAYS
A0104,account,T000553,transaction,HAS_TRANSACTION
A0120,account,T000554,transaction,HAS_TRANSACTION
C0111,customer,M0015,merchant,PAYS
A0111,account,T000555,transaction,HAS_TRANSACTION
C0041,customer,D0129,device,USES
C0041,customer,M0014,merchant,PAYS
A0041,account,T000556,transaction,HAS_TRANSACTION
C0092,customer,M0010,merchant,PAYS
A0092,account,T000557,transaction,HAS_TRANSACTION
C0016,customer,M0038,merchant,PAYS
A0016,account,T000558,transaction,HAS_TRANSACTION
C0089,customer,M0051,merchant,PAYS
A0089,account,T000559,transaction,HAS_TRANSACTION
C0114,customer,D0284,device,USES
A0114,account,T000560,transaction,HAS_TRANSACTION
C0056,customer,M0050,merchant,PAYS
A0056,account,T000561,transaction,HAS_TRANSACTION
C0005,customer,M0012,merchant,PAYS
A0005,account,T000562,transaction,HAS_TRANSACTION
C0008,customer,M0000,merchant,PAYS
A0008,account,T000563,transaction,HAS_TRANSACTION
C0007,customer,M0003,merchant,PAYS
A0007,account,T000564,transaction,HAS_TRANSACTION
C0088,customer,M0034,merchant,PAYS
A0088,account,T000565,transaction,HAS_TRANSACTION
C0103,customer,M0004,merchant,PAYS
A0103,account,T000566,transaction,HAS_TRANSACTION
A0036,account,T000567,transaction,HAS_TRANSACTION
C0016,customer,M0036,merchant,PAYS
A0016,account,T000568,transaction,HAS_TRANSACTION
C0045,customer,D0290,device,USES
C0045,customer,M0015,merchant,PAYS
A0045,account,T000569,transaction,HAS_TRANSACTION
A0093,account,T000570,transaction,HAS_TRANSACTION
C0068,customer,M0000,merchant,PAYS
A0068,account,T000571,transaction,HAS_TRANSACTION
C0043,customer,M0036,merchant,PAYS
A0043,account,T000572,transaction,HAS_TRANSACTION
C0077,customer,10.157.245.175,ip,CONNECTS_FROM
C0077,customer,M0035,merchant,PAYS
A0077,account,T000573,transaction,HAS_TRANSACTION
C0121,customer,M0005,merchant,PAYS
A0121,account,T000574,transaction,HAS_TRANSACTION
C0081,customer,M0032,merchant,PAYS
A0081,account,T000575,transaction,HAS_TRANSACTION
C0113,customer,A0113,account,OWNS
C0113,customer,D0306,device,USES
C0113,customer,10.114.192.70,ip,CONNECTS_FROM
C0113,customer,M0013,merchant,PAYS
A0113,account,T000576,transaction,HAS_TRANSACTION
C0063,customer,D0033,device,USES
C0063,customer,10.13.246.59,ip,CONNECTS_FROM
C0063,customer,M0002,merchant,PAYS
A0063,account,T000577,transaction,HAS_TRANSACTION
C0010,customer,M0002,merchant,PAYS
A0010,account,T000578,transaction,HAS_TRANSACTION
C0116,customer,M0035,merchant,PAYS
A0116,account,T000579,transaction,HAS_TRANSACTION
C0122,customer,M0028,merchant,PAYS
A0122,account,T000580,transaction,HAS_TRANSACTION
C0124,customer,M0004,merchant,PAYS
A0124,account,T000581,transaction,HAS_TRANSACTION
C0094,customer,M0045,merchant,PAYS
A0094,account,T000582,transaction,HAS_TRANSACTION
C0113,customer,D0113,device,USES
C0113,customer,M0037,merchant,PAYS
A0113,account,T000583,transaction,HAS_TRANSACTION
C0096,customer,M0045,merchant,PAYS
A0096,account,T000584,transaction,HAS_TRANSACTION
C0065,customer,M0017,merchant,PAYS
A0065,account,T000585,transaction,HAS_TRANSACTION
C0056,customer,M0020,merchant,PAYS
A0056,account,T000586,transaction,HAS_TRANSACTION
C0037,customer,M0048,merchant,PAYS
A0037,account,T000587,transaction,HAS_TRANSACTION
C0047,customer,M0048,merchant,PAYS
A0047,account,T000588,transaction,HAS_TRANSACTION
C0098,customer,M0023,merchant,PAYS
A0098,account,T000589,transaction,HAS_TRANSACTION
A0116,account,T000590,transaction,HAS_TRANSACTION
C0103,customer,M0030,merchant,PAYS
A0103,account,T000591,transaction,HAS_TRANSACTION
C0068,customer,M0033,merchant,PAYS
A0068,account,T000592,transaction,HAS_TRANSACTION
C0119,customer,M0040,merchant,PAYS
A0119,account,T000593,transaction,HAS_TRANSACTION
C0066,customer,M0046,merchant,PAYS
A0066,account,T000594,transaction,HAS_TRANSACTION
C0104,customer,M0014,merchant,PAYS
A0104,account,T000595,transaction,HAS_TRANSACTION
A0089,account,T000596,transaction,HAS_TRANSACTION
C0097,customer,M0007,merchant,PAYS
A0097,account,T000597,transaction,HAS_TRANSACTION
C0091,customer,10.208.163.63,ip,CONNECTS_FROM
C0091,customer,M0046,merchant,PAYS
A0091,account,T000598,transaction,HAS_TRANSACTION
C0070,customer,M0021,merchant,PAYS
A0070,account,T000599,transaction,HAS_TRANSACTION
C0004,customer,M0035,merchant,PAYS
A0004,account,T000600,transaction,HAS_TRANSACTION
C0005,customer,M0036,merchant,PAYS
A0005,account,T000601,transaction,HAS_TRANSACTION
C0062,customer,M0007,merchant,PAYS
A0062,account,T000602,transaction,HAS_TRANSACTION
C0092,customer,D0267,device,USES
C0092,customer,M0037,merchant,PAYS
A0092,account,T000603,transaction,HAS_TRANSACTION
C0016,customer,M0037,merchant,PAYS
A0016,account,T000604,transaction,HAS_TRANSACTION
C0080,customer,D0054,device,USES
C0080,customer,M0053,merchant,PAYS
A0080,account,T000605,transaction,HAS_TRANSACTION
C0044,customer,M0030,merchant,PAYS
A0044,account,T000606,transaction,HAS_TRANSACTION
C0047,customer,M0050,merchant,PAYS
A0047,account,T000607,transaction,HAS_TRANSACTION
C0055,customer,D0411,device,USES
C0055,customer,10.132.227.187,ip,CONNECTS_FROM
C0055,customer,M0007,merchant,PAYS
A0055,account,T000608,transaction,HAS_TRANSACTION
C0018,customer,M0025,merchant,PAYS
A0018,account,T000609,transaction,HAS_TRANSACTION
C0109,customer,M0022,merchant,PAYS
A0109,account,T000610,transaction,HAS_TRANSACTION
C0058,customer,M0021,merchant,PAYS
A0058,account,T000611,transaction,HAS_TRANSACTION
C0106,customer,M0036,merchant,PAYS
A0106,account,T000612,transaction,HAS_TRANSACTION
C0035,customer,M0016,merchant,PAYS
A0035,account,T000613,transaction,HAS_TRANSACTION
C0009,customer,M0006,merchant,PAYS
A0009,account,T000614,transaction,HAS_TRANSACTION
C0008,customer,M0051,merchant,PAYS
A0008,account,T000615,transaction,HAS_TRANSACTION
C0004,customer,M0007,merchant,PAYS
A0004,account,T000616,transaction,HAS_TRANSACTION
C0002,customer,M0030,merchant,PAYS
A0002,account,T000617,transaction,HAS_TRANSACTION
C0000,customer,M0028,merchant,PAYS
A0000,account,T000618,transaction,HAS_TRANSACTION
C0059,customer,M0021,merchant,PAYS
A0059,account,T000619,transaction,HAS_TRANSACTION
A0042,account,T000620,transaction,HAS_TRANSACTION
C0090,customer,10.167.49.221,ip,CONNECTS_FROM
C0090,customer,M0010,merchant,PAYS
A0090,account,T000621,transaction,HAS_TRANSACTION
C0011,customer,M0017,merchant,PAYS
A0011,account,T000622,transaction,HAS_TRANSACTION
C0090,customer,M0030,merchant,PAYS
A0090,account,T000623,transaction,HAS_TRANSACTION
C0000,customer,M0046,merchant,PAYS
A0000,account,T000624,transaction,HAS_TRANSACTION
C0082,customer,M0053,merchant,PAYS
A0082,account,T000625,transaction,HAS_TRANSACTION
C0044,customer,M0044,merchant,PAYS
A0044,account,T000626,transaction,HAS_TRANSACTION
A0089,account,T000627,transaction,HAS_TRANSACTION
C0059,customer,10.201.14.129,ip,CONNECTS_FROM
C0059,customer,M0023,merchant,PAYS
A0059,account,T000628,transaction,HAS_TRANSACTION
C0048,customer,D0048,device,USES
A0048,account,T000629,transaction,HAS_TRANSACTION
C0034,customer,M0029,merchant,PAYS
A0034,account,T000630,transaction,HAS_TRANSACTION
C0070,customer,M0028,merchant,PAYS
A0070,account,T000631,transaction,HAS_TRANSACTION
C0061,customer,M0034,merchant,PAYS
A0061,account,T000632,transaction,HAS_TRANSACTION
C0002,customer,M0027,merchant,PAYS
A0002,account,T000633,transaction,HAS_TRANSACTION
C0021,customer,M0016,merchant,PAYS
A0021,account,T000634,transaction,HAS_TRANSACTION
C0089,customer,M0013,merchant,PAYS
A0089,account,T000635,transaction,HAS_TRANSACTION
A0009,account,T000636,transaction,HAS_TRANSACTION
C0090,customer,M0021,merchant,PAYS
A0090,account,T000637,transaction,HAS_TRANSACTION
C0024,customer,D0280,device,USES
C0024,customer,M0048,merchant,PAYS
A0024,account,T000638,transaction,HAS_TRANSACTION
C0123,customer,M0042,merchant,PAYS
A0123,account,T000639,transaction,HAS_TRANSACTION
C0075,customer,M0008,merchant,PAYS
A0075,account,T000640,transaction,HAS_TRANSACTION
C0019,customer,M0027,merchant,PAYS
A0019,account,T000641,transaction,HAS_TRANSACTION
C0075,customer,M0033,merchant,PAYS
A0075,account,T000642,transaction,HAS_TRANSACTION
C0008,customer,D0124,device,USES
C0008,customer,M0025,merchant,PAYS
A0008,account,T000643,transaction,HAS_TRANSACTION
C0042,customer,M0048,merchant,PAYS
A0042,account,T000644,transaction,HAS_TRANSACTION
C0119,customer,D0051,device,USES
C0119,customer,M0041,merchant,PAYS
A0119,account,T000645,transaction,HAS_TRANSACTION
C0117,customer,M0050,merchant,PAYS
A0117,account,T000646,transaction,HAS_TRANSACTION
C0029,customer,M0015,merchant,PAYS
A0029,account,T000647,transaction,HAS_TRANSACTION
C0045,customer,M0028,merchant,PAYS
A0045,account,T000648,transaction,HAS_TRANSACTION
